title,link,date,price,housing,housing_category,city_area,housing_type,housing_state,living_area,land_area,price_per_meter,ad_id,lat,long
"Predaj rodinného domu, Myslava",https://www.nehnutelnosti.sk/4940249/predaj-rodinneho-domu-myslava/,29.03.2023,290000,Domy,Rodinný dom,Košice II - Myslava,Predaj,Pôvodný stav,200, 500,1450,4940249,48.7130701,21.2026844
"2-izbový byt, 43m2, Južná Tr., Košice",https://www.nehnutelnosti.sk/4731499/2-izbovy-byt-43m2-juzna-tr-kosice/,29.03.2023,110000,Byty,2 izbový byt,Košice IV - Juh,Predaj,Pôvodný stav,43,0,2558.14,4731499,48.7092514,21.2570839
"VEĽKÝ (63m2) - 2-izbový byt Helsinská ul., Košice-Ťahanovce",https://www.nehnutelnosti.sk/4773031/velky-63m2-2-izbovy-byt-helsinska-ul-kosice-tahanovce/,29.03.2023,140000,Byty,2 izbový byt,Košice I - Sídlisko Ťahanovce,Predaj,Čiastočná rekonštrukcia,63,0,2222.22,4773031,48.7595788,21.2670237
"4-IZBOVÝ BYT, ŽELEZIARENSKÁ, KOŠICE - ŠACA",https://www.nehnutelnosti.sk/4911374/4-izbovy-byt-zeleziarenska-kosice-saca/,29.03.2023,117000,Byty,4 izbový byt,Košice II - Šaca,Predaj,Kompletná rekonštrukcia,80,0,1462.50,4911374,48.6310846,21.1735923
VÝBORNÝ 2 izb. byt s Loggiou (52 + 4 m2) / Belehradská ul. / Ťahanovce / KE - SEVER,https://www.nehnutelnosti.sk/4875053/vyborny-2-izb-byt-s-loggiou-52-4-m2-belehradska-ul-tahanovce-ke-sever/,29.03.2023,139000,Byty,2 izbový byt,Košice I - Ťahanovce,Predaj,Kompletná rekonštrukcia,52,0,2673.08,4875053,48.7574921,21.2551346
"1-izb byt, NOVOSTAVBA, Popradská, Terasa",https://www.nehnutelnosti.sk/5065887/1-izb-byt-novostavba-popradska-terasa/,29.03.2023,138600,Byty,1 izbový byt,Košice II - Západ,Predaj,Developerský projekt,"35,52",0,3902.03,5065887,48.722105,21.228221
"PRENÁJOM - 1 IZB ZARIADENÝ BYT s LOGGIOU, NOVOMESKÉHO, KOŠICE - STARÉ MESTO",https://www.nehnutelnosti.sk/5065993/prenajom-1-izb-zariadeny-byt-s-loggiou-novomeskeho-kosice-stare-mesto/,29.03.2023,499/mes.,Byty,1 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,28,0,17.82,5065993,48.7240725,21.2460178
Predám 2 izb. byt v projekte Lorinčík Háje,https://www.nehnutelnosti.sk/5065981/predam-2-izb-byt-v-projekte-lorincik-haje/,29.03.2023,146000,Byty,2 izbový byt,Košice II - Lorinčík,Predaj,Novostavba,42,0,3476.19,5065981,48.688000276806,21.202907216574
"Pozemok 6.688 m2 na komerčné využitie, KE-JUH",https://www.nehnutelnosti.sk/4718504/pozemok-6-688-m2-na-komercne-vyuzitie-ke-juh/,29.03.2023,1672000,Pozemky,Komerčná zóna,Košice IV - Juh,Predaj,,6688, 6688,250,4718504,48.7092514,21.2570839
"PRENÁJOM - 2,5  IZB ZARIADENÝ BYT so 6 m LOGGIOU, GUDERNOVA, KOŠICE - ZÁPAD",https://www.nehnutelnosti.sk/5065975/prenajom-2-5-izb-zariadeny-byt-so-6-m-loggiou-gudernova-kosice-zapad/,29.03.2023,570/mes.,Byty,3 izbový byt,Košice II - Západ,Prenájom,Kompletná rekonštrukcia,62,0,9.19,5065975,48.7104861,21.2325036
ZÁHRADA - NIŽNÁ ÚVRAŤ - NIŽNÝ HERINGEŠ - 605 m2,https://www.nehnutelnosti.sk/5065831/zahrada-nizna-uvrat-nizny-heringes-605-m2/,29.03.2023,8600,Pozemky,Záhrada,Košice IV - Vyšné Opátske,Predaj,,0,0,0,5065831,48.7150127,21.282757
"NA PREDAJ 2i BEZBARIÉROVÝ BYT - SLOBODY, TERASA, KOŠICE",https://www.nehnutelnosti.sk/5065768/na-predaj-2i-bezbarierovy-byt-slobody-terasa-kosice/,29.03.2023,100000,Byty,2 izbový byt,Košice II - Západ,Predaj,Pôvodný stav,50, 50,2000,5065768,48.71567782,21.22770302
"Predaj 3 - izb. byt, Stromová ul., Košice - Staré",https://www.nehnutelnosti.sk/5065755/predaj-3-izb-byt-stromova-ul-kosice-stare/,29.03.2023,153900,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,68,0,2263.24,5065755,48.730600960375,21.263839181592
PRENÁJOM: OBCHODNÉ PRIESTORY - KOŠICE NAD JAZEROM - NAPÁJADLÁ - 94 m2,https://www.nehnutelnosti.sk/5065746/prenajom-obchodne-priestory-kosice-nad-jazerom-napajadla-94-m2/,29.03.2023,940/mes.,Priestory,Obchodné priestory,Košice IV - Nad jazerom,Prenájom,Kompletná rekonštrukcia,94,0,10,5065746,48.6812508,21.2867669
"2-izb. byt, Košice-Nová Šaca, 53m2, PARK. MIESTO",https://www.nehnutelnosti.sk/5065730/2-izb-byt-kosice-nova-saca-53m2-park-miesto/,29.03.2023,106990,Byty,2 izbový byt,Košice II - Šaca,Predaj,Kompletná rekonštrukcia,53,0,2018.68,5065730,48.637108949164,21.171375979926
PRENÁJOM: OBCHODNÉ PRIESTORY - KOŠICE NAD JAZEROM - NAPÁJADLÁ - 104 m2,https://www.nehnutelnosti.sk/5065712/prenajom-obchodne-priestory-kosice-nad-jazerom-napajadla-104-m2/,29.03.2023,1040/mes.,Priestory,Obchodné priestory,Košice IV - Nad jazerom,Prenájom,Kompletná rekonštrukcia,104,0,10,5065712,48.6862887,21.2806032
Predám stavebný pozemok v Košiciach časť Poľov,https://www.nehnutelnosti.sk/5065707/predam-stavebny-pozemok-v-kosiciach-cast-polov/,29.03.2023,85000,Pozemky,Pozemok pre rod. domy,Košice II - Poľov,Predaj,,0, 911,93.30,5065707,48.6639557,21.1964659
"Predaj: 3 izbový byt, 72m2 + Loggia, Košice NAD JAZEROM, NADŠTANDARDNÁ NOVÁ KOMPLETNÁ REKONŠTRUKCIA",https://www.nehnutelnosti.sk/5065639/predaj-3-izbovy-byt-72m2-loggia-kosice-nad-jazerom-nadstandardna-nova-kompletna-rekonstrukcia/,29.03.2023,179800,Byty,3 izbový byt,Košice IV - Nad jazerom,Predaj,Kompletná rekonštrukcia,69,0,2605.80,5065639,48.6893387,21.2844601
"Rodinný dom Košice na predaj, blízko lesa, 6 izieb, 2 kúpeľne a 2 šatníky",https://www.nehnutelnosti.sk/5049347/rodinny-dom-kosice-na-predaj-blizko-lesa-6-izieb-2-kupelne-a-2-satniky/,29.03.2023,306990,Domy,Rodinný dom,Košice III - Košická Nová Ves,Predaj,Novostavba,150,0,2046.60,5049347,48.7304442,21.3017741
"Rodinný dom Košice, blízko lesa, 6 izieb, 2 kúpeľne a 2 šatníky, Košická Nová Ves na predaj",https://www.nehnutelnosti.sk/5059373/rodinny-dom-kosice-blizko-lesa-6-izieb-2-kupelne-a-2-satniky-kosicka-nova-ves-na-predaj/,29.03.2023,306991,Domy,Rodinný dom,Košice III - Košická Nová Ves,Predaj,Novostavba,150,0,2046.61,5059373,48.7304442,21.3017741
Pozemok 3200 m2 na priemyselné využitie Košice Barca na predaj,https://www.nehnutelnosti.sk/5059900/pozemok-3200-m2-na-priemyselne-vyuzitie-kosice-barca-na-predaj/,29.03.2023,99/m²,Pozemky,Komerčná zóna,Košice IV - Barca,Predaj,,0,0,0,5059900,48.6725052,21.2732962
"PRENÁJOM: 4. izb. byt v RD, zariadený, KOŠICE SEVER - TERCHOVSKÁ",https://www.nehnutelnosti.sk/5048866/prenajom-4-izb-byt-v-rd-zariadeny-kosice-sever-terchovska/,29.03.2023,1200/mes.,Byty,4 izbový byt,Košice I - Sever,Prenájom,Kompletná rekonštrukcia,100,0,12,5048866,48.7288655,21.2329877
"Predaj: 3 izbový byt, KUZMÁNYHO SÍDLISKO, 76m2 + Loggia, Košice - STARÉ MESTO, NADŠTANDARDNÁ KOMPLET",https://www.nehnutelnosti.sk/5062525/predaj-3-izbovy-byt-kuzmanyho-sidlisko-76m2-loggia-kosice-stare-mesto-nadstandardna-komplet/,29.03.2023,199800,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,76,0,2628.95,5062525,48.722374,21.2570038
"1,5i tehlový byt Košice Tyršovo Nábrežie, kvalitná rekonštrukcia, vhodný na investíciu",https://www.nehnutelnosti.sk/5049314/1-5i-tehlovy-byt-kosice-tyrsovo-nabrezie-kvalitna-rekonstrukcia-vhodny-na-investiciu/,29.03.2023,128900,Byty,2 izbový byt,Košice I - Sever,Predaj,Kompletná rekonštrukcia,34,0,3791.18,5049314,48.7298267,21.2566239
Nebytové priestory od 21 do 374 m2 v centre mesta Košice na PREDAJ A PRENÁJOM,https://www.nehnutelnosti.sk/5051496/nebytove-priestory-od-21-do-374-m2-v-centre-mesta-kosice-na-predaj-a-prenajom/,29.03.2023,1/mes.,Priestory,Obchodné priestory,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,21,0,0.05,5051496,48.7252456,21.2556596
"Predaj: 3 izbový byt, 72m2 + Loggia, Košice, NADŠTANDARDNÁ NOVÁ KOMPLETNÁ REKONŠTRUKCIA",https://www.nehnutelnosti.sk/5062706/predaj-3-izbovy-byt-72m2-loggia-kosice-nadstandardna-nova-kompletna-rekonstrukcia/,29.03.2023,179800,Byty,3 izbový byt,Košice IV - Nad jazerom,Predaj,Kompletná rekonštrukcia,72,0,2497.22,5062706,48.6893387,21.2844601
Jednoizbový byt s veľkou terasou v úplnom centre mesta Košice na prenájom,https://www.nehnutelnosti.sk/5064915/jednoizbovy-byt-s-velkou-terasou-v-uplnom-centre-mesta-kosice-na-prenajom/,29.03.2023,470/mes.,Byty,1 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,31,0,15.16,5064915,48.7175671,21.2586319
"Predaj: 3 izbový byt, 72m2 + Loggia, Košice, NADŠTANDARDNÁ NOVÁ KOMPLETNÁ REKONŠTRUKCIA",https://www.nehnutelnosti.sk/5028152/predaj-3-izbovy-byt-72m2-loggia-kosice-nadstandardna-nova-kompletna-rekonstrukcia/,29.03.2023,179800,Byty,3 izbový byt,Košice IV - Nad jazerom,Predaj,Kompletná rekonštrukcia,72,0,2497.22,5028152,48.6893387,21.2844601
"Na prenájom: 3 izbový byt, Dargovská, Košice - Staré mesto",https://www.nehnutelnosti.sk/5047974/na-prenajom-3-izbovy-byt-dargovska-kosice-stare-mesto/,29.03.2023,700/mes.,Byty,3 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,68,0,10.29,5047974,48.7222272,21.2460287
"Na Predaj: 2 izbový byt, Panelová, Košice - Juh",https://www.nehnutelnosti.sk/5047853/na-predaj-2-izbovy-byt-panelova-kosice-juh/,29.03.2023,172000,Byty,2 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,53,0,3245.28,5047853,48.7072075,21.2599829
Predaj 3 izbový byt na Terase,https://www.nehnutelnosti.sk/5028153/predaj-3-izbovy-byt-na-terase/,29.03.2023,154000,Byty,3 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,68,0,2264.71,5028153,48.7143059,21.2345867
"Predaj: 3 izbový byt, KUZMÁNYHO SÍDLISKO, 76m2 + Loggia, Košice - STARÉ MESTO, NADŠTANDARDNÁ KOMPLET",https://www.nehnutelnosti.sk/5028151/predaj-3-izbovy-byt-kuzmanyho-sidlisko-76m2-loggia-kosice-stare-mesto-nadstandardna-komplet/,29.03.2023,199800,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,76,0,2628.95,5028151,48.722374,21.2570038
"Predaj: 1 izbový byt TEHLOVÝ, 42m2 s výťahom,  Košice - STARÉ MESTO",https://www.nehnutelnosti.sk/5014940/predaj-1-izbovy-byt-tehlovy-42m2-s-vytahom-kosice-stare-mesto/,29.03.2023,111800,Byty,1 izbový byt,Košice I - Staré Mesto,Predaj,Pôvodný stav,38,0,2942.11,5014940,48.722374,21.2570038
Chata pod lesom v Košiciach využívaná na celoročné bývanie na 8 árovom pozemku,https://www.nehnutelnosti.sk/5022635/chata-pod-lesom-v-kosiciach-vyuzivana-na-celorocne-byvanie-na-8-arovom-pozemku/,29.03.2023,144900,Rekreačné domy,"Chalupa, rekreačný domček",Košice IV - Juh,Predaj,Kompletná rekonštrukcia,125,0,1159.20,5022635,48.7092731,21.2569682
Zrenovovaný nadštandardný 3 izbový byt 108m2 s balkónom v hist.budove na Mlynskej ulici v Košiciach,https://www.nehnutelnosti.sk/5022636/zrenovovany-nadstandardny-3-izbovy-byt-108m2-s-balkonom-v-hist-budove-na-mlynskej-ulici-v-kosiciach/,29.03.2023,355900,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,108,0,3295.37,5022636,48.7211758,21.2606428
"Predaj: 2 izbový byt, LEVOČSKÁ, 42m2+2 x loggia, Košice - NAD JAZEROM, NOVÁ KOMPLETNÁ REKONŠTRUKCIA",https://www.nehnutelnosti.sk/5014941/predaj-2-izbovy-byt-levocska-42m2-2-x-loggia-kosice-nad-jazerom-nova-kompletna-rekonstrukcia/,29.03.2023,129000,Byty,2 izbový byt,Košice IV - Nad jazerom,Predaj,Kompletná rekonštrukcia,40,0,3225,5014941,48.6893387,21.2844601
1 izbový byt s veľkou terasou v úplnom centre mesta Košice,https://www.nehnutelnosti.sk/5022637/1-izbovy-byt-s-velkou-terasou-v-uplnom-centre-mesta-kosice/,29.03.2023,163990,Byty,1 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,31,0,5290,5022637,48.7175671,21.2586319
"Predaj: 1 izb.byt TEHLOVÝ, JESENNÁ, 32m2, Košice - STARÉ MESTO",https://www.nehnutelnosti.sk/5022634/predaj-1-izb-byt-tehlovy-jesenna-32m2-kosice-stare-mesto/,29.03.2023,103000,Byty,1 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,30,0,3433.33,5022634,48.722374,21.2570038
Pozemok 3200 m2 na priemyselné využitie Košice Barca,https://www.nehnutelnosti.sk/5022638/pozemok-3200-m2-na-priemyselne-vyuzitie-kosice-barca/,29.03.2023,110/m²,Pozemky,Priemyselná zóna,Košice IV - Barca,Predaj,,0,0,0,5022638,48.6725052,21.2732962
Investičné pozemky Košice Krásna nad Hornádom,https://www.nehnutelnosti.sk/4985719/investicne-pozemky-kosice-krasna-nad-hornadom/,29.03.2023,Cenadohodou,Pozemky,Iný stavebný pozemok,Košice IV - Krásna,Predaj,,0,0,0,4985719,48.6726074,21.3188171
"Predaj: hala v Košiciach, Prešovská cesta.",https://www.nehnutelnosti.sk/4977516/predaj-hala-v-kosiciach-presovska-cesta/,29.03.2023,315000,Objekty,Výrobný objekt,Košice III - Dargovských Hrdinov,Predaj,Čiastočná rekonštrukcia,238,0,1323.53,4977516,48.744236,21.2771435
"Predaj: veľký 4 izbový byt, 90m2, Dénešova ul., Košice - KVP, 6m loggia",https://www.nehnutelnosti.sk/5002376/predaj-velky-4-izbovy-byt-90m2-denesova-ul-kosice-kvp-6m-loggia/,29.03.2023,229500,Byty,4 izbový byt,Košice II - Sídlisko KVP,Predaj,Kompletná rekonštrukcia,90,0,2550,5002376,48.7164154,21.2148914
"Prenájom: *MAXEN*, Objekt vhodný na ubytovňu, 140 m2, Južná tr. , Košice IV - Juh",https://www.nehnutelnosti.sk/4969830/prenajom-maxen-objekt-vhodny-na-ubytovnu-140-m2-juzna-tr-kosice-iv-juh/,29.03.2023,2200/mes.,Objekty,Polyfunkčný objekt,Košice IV - Juh,Prenájom,Novostavba,140,0,15.71,4969830,48.7092514,21.2570839
"Predaj: 3 izbový byt, 72m2 + Loggia, Košice, NADŠTANDARDNÁ NOVÁ KOMPLETNÁ REKONŠTRUKCIA",https://www.nehnutelnosti.sk/4998492/predaj-3-izbovy-byt-72m2-loggia-kosice-nadstandardna-nova-kompletna-rekonstrukcia/,29.03.2023,179800,Byty,3 izbový byt,Košice IV - Nad jazerom,Predaj,Kompletná rekonštrukcia,69,0,2605.80,4998492,48.6893387,21.2844601
"Predaj : *REZERVOVANÉ* EXKLUZÍVNE v MAXEN*,3-izbový panelový byt,balkón + loggia,ul.Park mládeže, za",https://www.nehnutelnosti.sk/4902993/predaj-rezervovane-exkluzivne-v-maxen-3-izbovy-panelovy-byt-balkon-loggia-ul-park-mladeze-za/,29.03.2023,Cenadohodou,Byty,3 izbový byt,Košice I - Sever,Predaj,Pôvodný stav,68,0,0,4902993,48.7366142,21.2461834
"Na predaj: 1 izbový byt, Bukureštská, Košice",https://www.nehnutelnosti.sk/4911020/na-predaj-1-izbovy-byt-bukurestska-kosice/,29.03.2023,95000,Byty,1 izbový byt,Košice I - Sídlisko Ťahanovce,Predaj,Čiastočná rekonštrukcia,35,0,2714.29,4911020,48.7539749,21.2676678
"Prenájom: *MAXEN*, Priestor pre obchod, sklad, kancelárie 140 m2, Južná tr. , Košice IV - Juh",https://www.nehnutelnosti.sk/4938905/prenajom-maxen-priestor-pre-obchod-sklad-kancelarie-140-m2-juzna-tr-kosice-iv-juh/,29.03.2023,686/mes.,Objekty,Skladový objekt,Košice IV - Juh,Prenájom,Novostavba,140,0,4.90,4938905,48.7092514,21.2570839
"Prenájom: *MAXEN* HALA  712 m2 s kanceláriami 150 m2 ,murovaná, vykurovaná, Južná tr., Košice IV - J",https://www.nehnutelnosti.sk/4864616/prenajom-maxen-hala-712-m2-s-kancelariami-150-m2-murovana-vykurovana-juzna-tr-kosice-iv-j/,29.03.2023,3560/mes.,Priestory,Výrobné priestory,Košice IV - Juh,Prenájom,Čiastočná rekonštrukcia,712,0,5,4864616,48.7092514,21.2570839
"Predaj pozemok v Košiciach, časť Slivník",https://www.nehnutelnosti.sk/4902983/predaj-pozemok-v-kosiciach-cast-slivnik/,29.03.2023,100000,Pozemky,Pozemok pre rod. domy,Košice III - Dargovských Hrdinov,Predaj,,0,0,0,4902983,48.744236,21.2771435
3 izbový byt v úplnom centre mesta Košice,https://www.nehnutelnosti.sk/4859148/3-izbovy-byt-v-uplnom-centre-mesta-kosice/,29.03.2023,255000,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,75,0,3400,4859148,48.7175671,21.2586319
"Prenájom: *MAXEN* Murovaná HALA ,432 m2, Južná tr., Košice IV - Juh",https://www.nehnutelnosti.sk/4902988/prenajom-maxen-murovana-hala-432-m2-juzna-tr-kosice-iv-juh/,29.03.2023,1296/mes.,Priestory,Skladové priestory,Košice IV - Juh,Prenájom,Čiastočná rekonštrukcia,432,0,3,4902988,48.7092514,21.2570839
"Predaj: NOVOSTAVBA - tehlový 2 izbový byt, Jelšová ul., Panoráma, Košice, parkovanie, zariadený",https://www.nehnutelnosti.sk/4902984/predaj-novostavba-tehlovy-2-izbovy-byt-jelsova-ul-panorama-kosice-parkovanie-zariadeny/,29.03.2023,253990,Byty,2 izbový byt,Košice III - Košická Nová Ves,Predaj,Novostavba,51,0,4980.20,4902984,48.7334404,21.2977638
"Predaj: 5 izbový tehlový byt 152m2, Klimkovičova ul., Košice - sídl. KVP, terasa, loggia, parkovacie",https://www.nehnutelnosti.sk/4865604/predaj-5-izbovy-tehlovy-byt-152m2-klimkovicova-ul-kosice-sidl-kvp-terasa-loggia-parkovacie/,29.03.2023,399990,Byty,5 a viac izbový byt,Košice II - Sídlisko KVP,Predaj,Novostavba,152,0,2631.51,4865604,48.7164154,21.2148914
"Prenájom: *MAXEN*,  sendvičová hala 612 m2, 140 m2 kancelárie, Južná tr. , Košice",https://www.nehnutelnosti.sk/4853737/prenajom-maxen-sendvicova-hala-612-m2-140-m2-kancelarie-juzna-tr-kosice/,29.03.2023,"3610,80/mes.",Objekty,Skladový objekt,Košice IV - Juh,Prenájom,Novostavba,612,0,5.90,4853737,48.7092514,21.2570839
Predaj 3 izbový byt v Košiciach s loggiou.,https://www.nehnutelnosti.sk/4902985/predaj-3-izbovy-byt-v-kosiciach-s-loggiou/,29.03.2023,152000,Byty,3 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,70,0,2171.43,4902985,48.7092514,21.2570839
Skladový a výrobný priestor 850 m2 v priemyselnom areáli Košice IV Nad Jazerom na prenájom,https://www.nehnutelnosti.sk/4859146/skladovy-a-vyrobny-priestor-850-m2-v-priemyselnom-areali-kosice-iv-nad-jazerom-na-prenajom/,29.03.2023,2975/mes.,Objekty,Skladový objekt,Košice IV - Nad jazerom,Prenájom,Čiastočná rekonštrukcia,850,0,3.50,4859146,48.6893387,21.2844601
Skladový a výrobný priestor 413 m2 v priemyselnom areáli Košice IV Nad Jazerom na prenájom,https://www.nehnutelnosti.sk/4872674/skladovy-a-vyrobny-priestor-413-m2-v-priemyselnom-areali-kosice-iv-nad-jazerom-na-prenajom/,29.03.2023,"1445,50/mes.",Objekty,Skladový objekt,Košice IV - Nad jazerom,Prenájom,Čiastočná rekonštrukcia,413,0,3.50,4872674,48.6893387,21.2844601
"PREDAJ: NOVOSTAVBA, REKREAČNÝ DOMČEK,  KOŠICKÁ NOVÁ VES - GEDER",https://www.nehnutelnosti.sk/4839199/predaj-novostavba-rekreacny-domcek-kosicka-nova-ves-geder/,29.03.2023,110000,Rekreačné domy,"Chata, drevenica, zrub",Košice III - Košická Nová Ves,Predaj,Novostavba,70,0,1571.43,4839199,48.7334404,21.2977638
"Záhrada 490 m2 v Košiciach, lokalita Vyšné Opátske časť Včelárska paseka",https://www.nehnutelnosti.sk/4835634/zahrada-490-m2-v-kosiciach-lokalita-vysne-opatske-cast-vcelarska-paseka/,29.03.2023,16900,Pozemky,Rekreačný pozemok,Košice IV - Vyšné Opátske,Predaj,,0,0,0,4835634,48.7164116,21.2799969
Nadštandardný 3 izbový mezonetový byt 127 m2 blízko Dómu svätej Alžbety v Košiciach,https://www.nehnutelnosti.sk/4835635/nadstandardny-3-izbovy-mezonetovy-byt-127-m2-blizko-domu-svatej-alzbety-v-kosiciach/,29.03.2023,305890,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,127,0,2408.58,4835635,48.7252456,21.2556596
"Prenájom: *MAXEN* HALA , 608 m2, murovaná, vykurovaná,  Južná tr., Košice IV - Juh",https://www.nehnutelnosti.sk/4793143/prenajom-maxen-hala-608-m2-murovana-vykurovana-juzna-tr-kosice-iv-juh/,29.03.2023,3040/mes.,Priestory,Výrobné priestory,Košice IV - Juh,Prenájom,Čiastočná rekonštrukcia,608,0,5,4793143,48.7092514,21.2570839
"Prenájom: obchodné priestory v nákupnom centre 338m2, klimatizované, prízemie, Košice - nad Jazerom",https://www.nehnutelnosti.sk/4793153/prenajom-obchodne-priestory-v-nakupnom-centre-338m2-klimatizovane-prizemie-kosice-nad-jazerom/,29.03.2023,3380/mes.,Priestory,Obchodné priestory,Košice IV - Nad jazerom,Prenájom,Kompletná rekonštrukcia,338,0,10,4793153,48.6893387,21.2844601
"Prenájom: Pozemok na komerčné účely 2832 m2, Nad jazerom pri Tescu, Košice",https://www.nehnutelnosti.sk/4782052/prenajom-pozemok-na-komercne-ucely-2832-m2-nad-jazerom-pri-tescu-kosice/,29.03.2023,1800/mes.,Pozemky,Komerčná zóna,Košice IV - Nad jazerom,Prenájom,,0,0,0,4782052,48.6893387,21.2844601
"Prenájom: obchodné priestory v nákupnom centre 860m2, Košice - nad Jazerom",https://www.nehnutelnosti.sk/4793154/prenajom-obchodne-priestory-v-nakupnom-centre-860m2-kosice-nad-jazerom/,29.03.2023,4300/mes.,Priestory,Obchodné priestory,Košice IV - Nad jazerom,Prenájom,Kompletná rekonštrukcia,860,0,5,4793154,48.6893387,21.2844601
Predaj 2 izbový byt v Košiciach - Nad Jazerom. -,https://www.nehnutelnosti.sk/4816645/predaj-2-izbovy-byt-v-kosiciach-nad-jazerom/,29.03.2023,129990,Byty,2 izbový byt,Košice IV - Nad jazerom,Predaj,Čiastočná rekonštrukcia,52,0,2499.81,4816645,48.6893387,21.2844601
"Predaj: 2 izbový byt, ul. Slobody, Košice - Terasa",https://www.nehnutelnosti.sk/4767983/predaj-2-izbovy-byt-ul-slobody-kosice-terasa/,29.03.2023,179900,Byty,2 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,52,0,3459.62,4767983,48.7143059,21.2345867
"Predaj pozemok v záhradkárskej lokalite, Košice - TERASA.",https://www.nehnutelnosti.sk/4770141/predaj-pozemok-v-zahradkarskej-lokalite-kosice-terasa/,29.03.2023,150/m²,Pozemky,Rekreačný pozemok,Košice II - Západ,Predaj,,0,0,0,4770141,48.7143059,21.2345867
"Predaj rodinný dom v Košiciach, aj na podnikanie.",https://www.nehnutelnosti.sk/4767984/predaj-rodinny-dom-v-kosiciach-aj-na-podnikanie/,29.03.2023,Cenadohodou,Domy,Rodinný dom,Košice I - Staré Mesto,Predaj,Čiastočná rekonštrukcia,140,0,0,4767984,48.722374,21.2570038
"Na predaj: 2 staršie rodinné domy, veľký pozemok, Vyšné Opátske, Košice",https://www.nehnutelnosti.sk/4778340/na-predaj-2-starsie-rodinne-domy-velky-pozemok-vysne-opatske-kosice/,29.03.2023,370000,Domy,Iný objekt na bývanie,Košice IV - Vyšné Opátske,Predaj,Pôvodný stav,240,0,1541.67,4778340,48.7164116,21.2799969
